filename,true_label,predicted_label,probability
Oral Cancer photos/165.jpeg,1,1,0.99797815
Oral Cancer photos/170.jpeg,1,1,0.9724901
Oral Cancer photos/171.jpeg,1,1,0.9998516
Oral Cancer photos/181.jpeg,1,1,0.97021925
Oral Cancer photos/187.jpeg,1,1,0.9926319
Oral Cancer photos/190.jpeg,1,1,0.9841282
Oral Cancer photos/191.jpeg,1,1,0.9676756
Oral Cancer photos/266.jpeg,1,1,0.9640857
Oral Cancer photos/276.jpeg,1,1,0.9840164
Oral Cancer photos/280.jpeg,1,1,0.9971738
Oral Cancer photos/283.jpeg,1,0,0.23611987
Oral Cancer photos/294.jpeg,1,1,0.84288424
Oral Cancer photos/304.jpeg,1,1,0.9210975
Oral Cancer photos/305.jpeg,1,0,0.007497729
Oral Cancer photos/315.jpeg,1,1,0.9786048
Oral Cancer photos/329.jpeg,1,1,0.98674923
Oral Cancer photos/340.jpeg,1,1,0.9602612
Oral Cancer photos/341.jpeg,1,0,0.14019245
Oral Cancer photos/347.jpeg,1,1,0.94522315
Oral Cancer photos/350.jpeg,1,1,0.9998776
Oral Cancer photos/368.jpeg,1,1,0.9988656
Oral Cancer photos/372.jpeg,1,1,0.93292326
Oral Cancer photos/378.jpeg,1,1,0.9889508
Oral Cancer photos/380.jpeg,1,1,0.8373203
Oral Cancer photos/383.jpeg,1,1,0.9997799
Oral Cancer photos/386.jpeg,1,1,0.99867815
Oral Cancer photos/387.jpeg,1,1,0.9966983
Oral Cancer photos/396.jpeg,1,1,0.9992748
Oral Cancer photos/398.jpeg,1,1,0.98193306
Oral Cancer photos/405.jpeg,1,1,0.99972016
Oral Cancer photos/425.jpeg,1,1,0.99965143
Oral Cancer photos/435.jpeg,1,1,0.9742795
Oral Cancer photos/443.jpeg,1,1,0.99741
Oral Cancer photos/445.jpeg,1,1,0.9997799
Oral Cancer photos/451.jpeg,1,1,0.99079585
Oral Cancer photos/456.jpeg,1,1,0.98995835
Oral Cancer photos/467.jpeg,1,1,0.9999951
Oral Cancer photos/46e21e7be60567c4b9b2ca9018587f88_XL.jpg,1,1,0.9742795
Oral Cancer photos/470.jpeg,1,1,0.9551583
Oral Cancer photos/475.jpeg,1,1,0.9991819
Oral Cancer photos/488.jpeg,1,1,0.9446404
Oral Cancer photos/dataset_1200px-ZungenCa2a.jpg,1,1,0.99620014
Oral Cancer photos/dataset_1366.fig.1.png,1,1,0.8779466
Oral Cancer photos/dataset_3-s2.0-B9780443100734500148-f10-07-9780443100734.jpg,1,1,0.99970907
Oral Cancer photos/dataset_left_lateral_tongue_dysplasia_3.jpeg,1,1,0.7228324
Oral Cancer photos/dataset_oral-cancer-screening.jpg,1,1,0.9837284
Oral Cancer photos/dataset_oral-cancer__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDIwXQ.jpg,1,1,0.956863
Oral Cancer photos/download.jpeg,1,1,0.9540682
Oral Cancer photos/images (2).jpeg,1,1,0.99348915
Oral Cancer photos/images.jpeg,1,1,0.9997085
Oral Cancer photos/is-lip-cancer-painful.jpg,1,0,0.28481644
Oral Cancer photos/mouth-photo-4.png,1,1,0.90070117
Oral Cancer photos/oral-cancer-treatment-500x500.png,1,1,0.7162319
Oral Cancer photos/photo_2025-01-26_17-26-38.jpg,1,1,0.9995171
Oral Cancer photos/photo_2025-01-26_17-26-42.jpg,1,1,0.9866735
Oral Cancer photos/photo_2025-01-26_17-26-50.jpg,1,1,0.9965276
Oral Cancer photos/photo_2025-01-26_17-27-03.jpg,1,1,0.98227423
Oral Cancer photos/photo_2025-01-26_17-27-27.jpg,1,1,0.96435547
Oral Cancer photos/photo_2025-01-26_17-27-59.jpg,1,1,0.9837107
Oral Cancer photos/photo_2025-01-26_17-28-25.jpg,1,1,0.92810977
Oral Cancer photos/photo_2025-01-26_17-28-54.jpg,1,1,0.8078773
Oral Cancer photos/photo_2025-01-26_17-29-17.jpg,1,1,0.91110784
Oral Cancer photos/photo_2025-01-26_17-29-42.jpg,1,1,0.9540013
Oral Cancer photos/photo_2025-01-26_17-29-59.jpg,1,0,0.31068936
Oral Cancer photos/photo_2025-01-26_17-31-00.jpg,1,1,0.9984131
Oral Cancer photos/photo_2025-01-26_17-31-11.jpg,1,1,0.9931213
Oral Cancer photos/photo_2025-01-26_17-31-19.jpg,1,1,0.9931213
Oral Cancer photos/pract_oral_cancer.jpg,1,1,0.96203506
Oral Cancer photos/S10.jpg,1,1,0.9726407
Oral Cancer photos/S15.png,1,1,0.99031025
Oral Cancer photos/S8.jpg,1,1,0.94208145
Oral Cancer photos/skin-cancer-of-the-lip.jpg,1,1,0.9958359
